gvkey,firm_name,year,form,accession_num,amount
7486,MODINE MANUFACTURING CO,2006,10-K,0000067347-06-000113,"85,000,000"
12471,WORLD FUEL SERVICES CORP,2004,10-K,0001193125-05-067072,0 to 111.1 million
12471,WORLD FUEL SERVICES CORP,2004,10-K/A,0001193125-05-099486,0 to 111.1 million
7486,MODINE MANUFACTURING CO,2006,10-K,0000067347-06-000113,"84,800,000"
7486,MODINE MANUFACTURING CO,2005,10-K,0000067347-05-000173,
8253,PACCAR INC,2004,10-K,0001104659-05-009484,up to 1.5 billion
8253,PACCAR INC,2005,10-K,0001104659-06-012138,"1,500,000,000"
4036,DONALDSON CO INC,2005,10-K,0000897101-05-002127,"80,000,000"
2751,CARDINAL HEALTH INC,2004,10-K,0000950152-04-007635,
2751,CARDINAL HEALTH INC,2005,10-K/A,0000950152-05-008943,blank
2751,CARDINAL HEALTH INC,2006,10-K,0001193125-06-184453,"500,000,000"
2751,CARDINAL HEALTH INC,2005,10-K,0000950152-05-007585,"500,000,000"
7647,BANK OF AMERICA CORP /DE/,2004,10-K,0001193125-05-039878,
7647,BANK OF AMERICA CORP /DE/,2005,10-K,0001193125-06-056053,
9372,ST JUDE MEDICAL INC,2005,10-K,0000897101-06-000598,"500,000,000"
9372,ST JUDE MEDICAL INC,2004,10-K,0000897101-05-000696,0 to 500 million
3278,CENDANT CORP,2005,10-K,0000950123-06-002437,"500,000,000"
3278,CENDANT CORP,2004,10-K,0000950123-05-002491,0 to 555 million
2950,CHATTEM INC,2004,10-K,0001072613-05-000298,blank
2950,CHATTEM INC,2005,10-K,0001072613-06-000481,only tax cost listed
64690,AUTOLIV INC,2004,10-K,0001034670-05-000030,blank
64690,AUTOLIV INC,2005,10-K,0001034670-06-000029,"810,000,000"
5518,HASBRO INC,2004,10-K,0001047469-05-005891,"0 to 500,000"
5518,HASBRO INC,2005,10-K,0000950135-06-001133,"547,000"
15855,SYMANTEC CORP,2005,10-K/A,0000891618-05-000433,blank
15855,SYMANTEC CORP,2004,10-K/A,0000950134-05-010334,
15855,SYMANTEC CORP,2006,10-K,0000891618-06-000254,"500,000,000"
15855,SYMANTEC CORP,2005,10-K,0000950134-05-012034,"500,000,000"
2968,J P MORGAN CHASE &amp; CO,2004,10-K/A,9999999997-05-030472,blank
2968,J P MORGAN CHASE &amp; CO,2004,10-K,0000950123-05-002539,0 to 1.9 billion
2968,J P MORGAN CHASE &amp; CO,2005,10-K,0000950123-06-002875,"1,900,000,000"
2968,J P MORGAN CHASE &amp; CO,2005,10-K/A,0000950123-06-009854,"1,900,000,000"
2968,J P MORGAN CHASE &amp; CO,2005,10-K/A,0000950123-06-008545,blank
2154,BEMIS CO INC,2005,10-K,0001104659-06-016718,"105,000,000"
2154,BEMIS CO INC,2004,10-K,0001104659-05-010653,
8655,POGO PRODUCING CO,2005,10-K,0001104659-06-013524,"497,000,000"
8655,POGO PRODUCING CO,2004,10-K,0001104659-05-009767,up to 195.7 million
133366,EDWARDS LIFESCIENCES CORP,2005,10-K,0001047469-06-003132,"263,100,000"
133366,EDWARDS LIFESCIENCES CORP,2004,10-K,0001047469-05-005556,150 to 250 million
5723,STARWOOD HOTEL &amp; RESORTS WORLDWIDE INC,2005,10-K,0000950153-06-000650,"550,000,000"
5723,STARWOOD HOTELS &amp; RESORTS,2004,10-K,0000950153-05-000427,up to 500 million
3612,CROSS A T CO,2005,10-K,0000025793-05-000020,up to 39.1 million
3612,CROSS A T CO,2005,10-K,0000025793-06-000012,"20,700,000"
24975,SYNOPSYS INC,2004,10-K,0001047469-05-000652,
24975,SYNOPSYS INC,2005,10-K,0001104659-06-001880,"172,500,000"
24975,SYNOPSYS INC,2004,10-K/A,0001104659-05-034477,blank
13700,DENTSPLY INTERNATIONAL INC /DE/,2005,10-K,0000818479-06-000014,up to 500 million
13700,DENTSPLY INTERNATIONAL INC /DE/,2004,10-K,0000818479-05-000019,up to 500 million
13948,CONSUMERS ENERGY CO,2004,10-K,0000950124-05-001425,"71,000,000"
13948,CMS ENERGY CORP,2003,10-K/A,0000950124-04-006283,blank
13948,CONSUMERS ENERGY CO,2005,10-K,0000950124-06-000851,"377,000,000"
13948,CMS ENERGY CORP,2005,10-K/A,0000950124-06-003181,"377,000,000"
13948,CMS ENERGY CORP,2004,10-K/A,0000950124-05-004034,"71,000,000"
7435,3M CO,2005,10-K,0001104659-06-010894,"1,800,000,000"
7435,3M CO,2004,10-K,0001104659-05-008057,800 to 950 million
14960,LABORATORY CORP OF AMERICA HOLDINGS,2006,10-K,0000920148-06-000067,
14960,LABORATORY CORP OF AMERICA HOLDINGS,2005,10-K,0000920148-05-000049,blank
8214,OWENS CORNING,2004,10-K/A,0000950172-05-000912,blank
8214,OWENS CORNING,2004,10-K,0001193125-05-044604,150 to 200 million
8214,OWENS CORNING,2005,10-K,0001193125-06-036257,"220,000,000"
23978,UNITED STATES STEEL CORP,2005,10-K,0001193125-06-041454,"287,000,000"
23978,UNITED STATES STEEL CORP,2004,10-K,0001193125-05-037218,0 to 500 million
157057,ASSURANT INC,2005,10-K,0001193125-06-051258,"maybe 110,066"
157057,ASSURANT INC,2004,10-K,0000950123-05-003934,"110,000,000"
7636,MYERS INDUSTRIES INC,2005,10-K,0000950152-06-002199,"4,400,000"
7636,MYERS INDUSTRIES INC,2004,10-K/A,0000069488-05-000032,blank
7636,MYERS INDUSTRIES INC,2004,10-K,0000950152-05-002215,0 to 15 million
61591,NETWORK APPLIANCE INC,2006,10-K,0000950134-06-013059,"405,500,000"
61591,NETWORK APPLIANCE INC,2005,10-K,0000950134-05-013074,up to 355 million
3639,CUBIC CORP /DE/,2004,10-K,0001104659-04-038948,
3639,CUBIC CORP /DE/,2005,10-K,0001104659-05-060610,up to 70 million
12256,ADAPTEC INC,2006,10-K,0001047469-06-008428,"360,600,000"
12256,ADAPTEC INC,2005,10-K,0001047469-05-017228,"360,600,000"
64480,MACROVISION CORP,2003,10-K/A,0001206774-05-000503,up to 10.7 million
64480,MACROVISION CORP,2004,10-K,0001206774-05-000504,0 to 30 million
64480,MACROVISION CORP,2005,10-K,0001193125-06-043226,"65,000,000"
4843,FOREST LABORATORIES INC,2006,10-K,0000038074-06-000035,up to 1.23 million
4843,FOREST LABORATORIES INC,2005,10-K,0000038074-05-000018,"1,238,900"
110533,SAUER DANFOSS INC,2004,10-K,0001104659-05-010907,0 to 148 million
110533,SAUER DANFOSS INC,2005,10-K,0001104659-06-015860,"90,000,000"
2787,CARPENTER TECHNOLOGY CORP,2006,10-K/A,0001043039-06-000078,blank
2787,CARPENTER TECHNOLOGY CORP,2006,10-K,0001193125-06-181084,"18,500,000"
2787,CARPENTER TECHNOLOGY CORP,2005,10-K,0001193125-05-182991,up to 15 million
5764,HUBBELL INC,2005,10-K,0000950123-06-002794,"35,000,000"
5764,HUBBELL INC,2004,10-K,0000950123-05-002855,
10793,TYSON FOODS INC,2005,10-K,0000100493-05-000077,"404,000,000"
10793,TYSON FOODS INC,2004,10-K,0000100493-04-000084,
10793,TYSON FOODS INC,2006,10-K/A,0000100493-06-000009,"404,000,000"
66519,GENESIS MICROCHIP INC /DE,2005,10-K/A,0001193125-05-139648,"73,000,000"
66519,GENESIS MICROCHIP INC /DE,2005,10-K,0001193125-05-122928,"73,000,000"
66519,GENESIS MICROCHIP INC /DE,2006,10-K,0000950134-06-011568,"73,000,000"
8247,PPG INDUSTRIES INC,2004,10-K,0001193125-05-031817,
8247,PPG INDUSTRIES INC,2005,10-K,0001193125-06-033428,"114,000,000"
160681,NMHG HOLDING CO,2004,10-K/A,0000950152-05-005764,0 to 70 million
160681,NMHG HOLDING CO,2005,10-K,0000950152-06-001531,"56,000,000"
160681,NMHG HOLDING CO,2005,10-K/A,0000950152-06-004377,"56,000,000"
160681,NMHG HOLDING CO,2005,10-K/A,0000950152-06-002817,"56,000,000"
160681,NMHG HOLDING CO,2004,10-K,0000950152-05-002160,0 to 70 million
27776,ROCKY SHOES &amp; BOOTS INC,2005,10-K,0000950152-06-002176,"3,000,000"
27776,ROCKY SHOES &amp; BOOTS INC,2004,10-K/A,0000950152-05-003021,blank
27776,ROCKY SHOES &amp; BOOTS INC,2004,10-K,0000950152-05-002199,up to 5 million?
1762,ARMSTRONG WORLD INDUSTRIES INC,2003,10-K/A,0001193125-04-186228,blank
1762,ARMSTRONG WORLD INDUSTRIES INC,2004,10-K,0001193125-05-065072,0 to 250 million
1762,ARMSTRONG HOLDINGS INC /PA/,2005,10-K,0001193125-06-038254,only tax cost listed
9359,SAFEWAY INC,2005,10-K,0001193125-06-050988,"500,000,000"
9359,SAFEWAY INC,2005,10-K,0001193125-05-052818,0 to 75 million
2577,CTS CORP,2005,10-K,0000026058-06-000015,"77,000,000"
2577,CTS CORP,2004,10-K,0000026058-05-000006,45 to 75 million
24197,IDEXX LABORATORIES INC /DE,2005,10-K,0000874716-06-000041,"30,000,000"
24197,IDEXX LABORATORIES INC /DE,2004,10-K,0000874716-05-000035,
29015,DECKERS OUTDOOR CORP,2005,10-K,0000950129-06-002462,"3,500,000"
29015,DECKERS OUTDOOR CORP,2004,10-K,0000950129-05-002490,0 to 12 million
3607,Chemtura CORP,2005,10-K,0001104659-06-021363,"365,000,000"
3607,CROMPTON CORP,2004,10-K,0000950117-05-000981,0 to 340 million
6375,KELLOGG CO,2005,10-K,0000950124-05-001480,"70,000,000"
6375,KELLOGG CO,2005,10-K,0000950124-06-000896,"1,100,000,000"
5709,HORMEL FOODS CORP /DE/,2004,10-K,0001104659-05-001285,"9,000,000"
5709,HORMEL FOODS CORP /DE/,2005,10-K,0001104659-06-002096,"9,000,000"
7291,METHODE ELECTRONICS INC,2005,10-K,0000950137-05-008702,
7291,METHODE ELECTRONICS INC,2006,10-K,0000950137-06-007779,"38,100,000"
61552,LEXMARK INTERNATIONAL INC /KY/,2005,10-K,0000950152-06-001859,"683,900,000"
61552,LEXMARK INTERNATIONAL INC /KY/,2004,10-K,0000950152-05-001915,up to 684 million
2710,"CONSTELLATION BRANDS, INC.",2005,10-K,0000016918-05-000031,
2710,"CONSTELLATION BRANDS, INC.",2006,10-K,0000016918-06-000033,"95,700,000"
8488,APPLERA CORP,2005,10-K,0001125282-05-004710,HTML code
8488,APPLERA CORP,2006,10-K,0001125282-06-005280,"476,400,000"
1161,ADVANCED MICRO DEVICES INC,2005,10-K,0001193125-06-040130,
1161,ADVANCED MICRO DEVICES INC,2004,10-K,0001193125-05-039876,only tax cost listed
12053,EMC CORP,2004,10-K,0000950135-05-001223,up to 3.2 billion
12053,EMC CORP,2005,10-K,0001193125-06-045961,"3,000,000,000"
25870,MINERALS TECHNOLOGIES INC,2005,10-K,0000891014-06-000048,"18,500,000"
25870,MINERALS TECHNOLOGIES INC,2004,10-K,0000891014-05-000081,
3662,CURTISS WRIGHT CORP,2005,10-K,0000950117-06-001076,"9,300,000"
3662,CURTISS WRIGHT CORP,2004,10-K,0000950117-05-000989,0 to 23 million
145701,PRINCIPAL FINANCIAL GROUP INC,2005,10-K,0001047469-06-002772,"27,000,000"
145701,PRINCIPAL FINANCIAL GROUP INC,2004,10-K,0001047469-05-005426,0 to 54 million
1300,HONEYWELL INTERNATIONAL INC,2005,10-K,0000950117-06-000980,"2,200,000,000"
1300,HONEYWELL INTERNATIONAL INC,2004,10-K,0000950117-05-000756,up to 2.6 billion
4818,FLUOR CORP,2004,10-K/A,0000892569-05-000101,blank
4818,MASSEY ENERGY CO,2004,10-K,0001193125-05-052563,blank
4818,FLUOR CORP,2004,10-K,0000892569-05-000093,
4818,FLUOR CORP,2005,10-K,0000892569-06-000202,"89,000,000"
4818,MASSEY ENERGY CO,2005,10-K,0001193125-06-056614,blank
1104,ACME UNITED CORP,2004,10-K,0001026608-05-000015,0 to 2.1 million
1104,ACME UNITED CORP,2005,10-K,0001026608-06-000045,"500,000"
5568,HEINZ H J CO,2006,10-K,0000950152-06-005218,"425,400,000"
5568,HEINZ H J CO,2005,10-K,0000950152-05-005232,0 to 750 million
13128,ECOLOGY &amp; ENVIRONMENT INC,2004,10-K/A,0000809933-04-000022,blank
13128,ECOLOGY &amp; ENVIRONMENT INC,2004,10-K,0000809933-04-000021,
13128,ECOLOGY &amp; ENVIRONMENT INC,2005,10-K,0000809933-05-000019,0 to 400k
1593,AMERON INTERNATIONAL CORP,2004,10-K,0001104659-05-006529,
1593,AMERON INTERNATIONAL CORP,2005,10-K/A,0000790730-06-000002,blank
1593,AMERON INTERNATIONAL CORP,2005,10-K,0000790730-06-000001,"36,000,000"
1593,AMERON INTERNATIONAL CORP,2004,10-K/A,0000790730-05-000002,blank
5301,GREAT ATLANTIC &amp; PACIFIC TEA CO INC,2005,10-K,0000043300-05-000023,blank
5301,GREAT ATLANTIC &amp; PACIFIC TEA CO INC,2006,10-K,0000043300-06-000025,
2124,BEL FUSE INC /NJ,2004,10-K,0001144204-05-009461,"26,000,000"
2124,BEL FUSE INC /NJ,2004,10-K/A,0001144204-05-012806,blank
2124,BEL FUSE INC /NJ,2005,10-K,0001144204-06-010168,"70,600,000"
1567,AMERICAN STANDARD COMPANIES INC,2004,10-K,0000950123-05-002201,
1567,AMERICAN STANDARD COMPANIES INC,2005,10-K,0001193125-06-038742,"500,000,000"
1567,AMERICAN STANDARD COMPANIES INC,2004,10-K/A,0000950123-05-002541,blank
9538,SEABOARD CORP /DE/,2004,10-K,0000088121-05-000004,
9538,SEABOARD CORP /DE/,2005,10-K,0000088121-06-000002,"220,000,000"
3170,COLGATE PALMOLIVE CO,2005,10-K,0001193125-06-038891,780 something
3170,COLGATE PALMOLIVE CO,2004,10-K,0001193125-05-037145,"500,000,000"
6066,INTERNATIONAL BUSINESS MACHINES CORP,2004,10-K,0001047469-05-004595,up to 8 billion
6066,INTERNATIONAL BUSINESS MACHINES CORP,2005,10-K,0001047469-06-002608,"9,500,000,000"
14624,OFFICE DEPOT INC,2005,10-K,0000950144-06-001238,"200,000,000"
14624,OFFICE DEPOT INC,2004,10-K,0000950144-05-002321,"200,000,000"
8759,PRINTRONIX INC,2006,10-K,0000950137-06-007240,"32,000,000"
8759,PRINTRONIX INC,2005,10-K,0000950137-05-008451,
4194,EASTMAN KODAK CO,2004,10-K,0001206774-05-000535,
4194,EASTMAN KODAK CO,2005,10-K,0001206774-06-000357,"580,000,000"
2435,BROWN FORMAN CORP,2005,10-K,0000014693-05-000056,
2435,BROWN FORMAN CORP,2006,10-K,0000014693-06-000065,"277,000,000"
12144,SUNGARD DATA SYSTEMS INC,2004,10-K,0001193125-05-051383,
12144,SUNGARD DATA SYSTEMS INC,2005,10-K,0001193125-06-051307,"100,000,000"
9815,SONOCO PRODUCTS CO,2005,10-K,0000950144-06-001529,"124,700,000"
9815,SONOCO PRODUCTS CO,2004,10-K,0000950144-05-001972,0 to 100 million
9815,SONOCO PRODUCTS CO,2004,10-K/A,0000950144-05-006984,0 to 100 million
10277,TECO ENERGY INC,2004,10-K,0001193125-05-050920,
10277,TECO ENERGY INC,2005,10-K,0001193125-06-046299,"38,900,000"
10277,TAMPA ELECTRIC CO,2004,10-K/A,0001193125-05-175561,blank
9472,SCHULMAN A INC,2005,10-K,0000950152-05-009248,
9472,SCHULMAN A INC,2004,10-K,0000950152-04-008336,"43,000,000"
11531,APPLICA INC,2005,10-K,0000950144-06-002340,"66,700,000"
11531,APPLICA INC,2004,10-K,0000950144-05-002645,"78,400,000"
11531,APPLICA INC,2003,10-K/A,0000950144-05-002568,
2403,BRISTOL MYERS SQUIBB CO,2005,10-K,0001193125-06-052456,up to 9 billion
2403,BRISTOL MYERS SQUIBB CO,2004,10-K,0001193125-05-041808,"9,000,000,000"
2255,BLACK &amp; DECKER CORP,2005,10-K,0000012355-06-000052,"888,300,000,000"
2255,BLACK &amp; DECKER CORP,2004,10-K,0000012355-05-000031,0 to 500 million
1078,ABBOTT LABORATORIES,2005,10-K,0001047469-06-002258,blank
1078,ABBOTT LABORATORIES,2004,10-K,0001047469-05-005185,blank
65417,YUM BRANDS INC,2004,10-K,0001041061-05-000102,0 to 400 million
65417,YUM BRANDS INC,2006,10-K,0001041061-06-000109,"500,000,000"
65417,YUM BRANDS INC,2006,10-K/A,0001041061-06-000117,blank
148756,CINEMARK INC,2005,10-K,0000950134-06-006055,"36,000 something"
148756,CINEMARK INC,2004,10-K,0000950134-05-006253,
2034,BANTA CORP,2005,10-K,0000897069-06-000606,"126,000,000"
2034,BANTA CORP,2005,10-K,0000897069-05-000703,up to 100 million
5229,GOODRICH CORP,2005,10-K,0000950144-06-001416,"102,000,000"
5229,GOODRICH CORP,2004,10-K,0000950144-05-001890,up to 25.3 million
29156,UNIVERSAL FOREST PRODUCTS INC,2004,10-K,0000950124-05-001400,up to 2 million
29156,UNIVERSAL FOREST PRODUCTS INC,2005,10-K,0000950124-06-001052,"2,300,000"
6003,INTEGRATED DEVICE TECHNOLOGY INC,2006,10-K,0001193125-06-130429,"148,600,000"
6003,INTEGRATED DEVICE TECHNOLOGY INC,2005,10-K,0001193125-05-125256,NA
61871,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,2004,10-K,0001193125-05-042834,NA
61871,PHARMACEUTICAL PRODUCT DEVELOPMENT INC,2005,10-K,0001193125-06-043805,"48,000,000"
260774,CB RICHARD ELLIS GROUP INC,2005,10-K,0001193125-06-055100,"56,000,000"
260774,CB RICHARD ELLIS GROUP INC,2004,10-K,0001193125-05-051169,NA
13204,FISHER SCIENTIFIC INTERNATIONAL INC,2004,10-K,0000950135-05-001489,NA
13204,FISHER SCIENTIFIC INTERNATIONAL INC,2005,10-K,0000950135-06-001054,"30,000,000"
105936,COLUMBIA SPORTSWEAR CO,2004,10-K,0001193125-05-045548,0 to 150 million
105936,COLUMBIA SPORTSWEAR CO,2005,10-K,0001193125-06-053693,"83,790,000"
14489,DELL INC,2006,10-K,0000950134-06-005149,"4,100,000,000"
14489,DELL INC,2005,10-K,0000950134-05-004423,"4,100,000,000"
10016,STANLEY WORKS,2005,10-K,0000950136-06-001493,"250,000,000"
10016,STANLEY WORKS,2005,10-K,0000950136-05-001204,0 to 324.1 million
63180,SIEBEL SYSTEMS INC,2004,10-K,0001006835-05-000012,0 to 203 million
63180,SIEBEL SYSTEMS INC,2003,10-K/A,0001006835-05-000007,blank
3786,DATASCOPE CORP,2006,10-K,0001125282-06-005710,"30,000,000"
3786,DATASCOPE CORP,2005,10-K,0001125282-05-004792,"30,000,000"
6435,KIMBERLY CLARK CORP,2005,10-K,0001193125-06-037643,"985,000,000"
6435,KIMBERLY CLARK CORP,2004,10-K,0001193125-05-036237,NA
122921,QUEST SOFTWARE INC,2005,10-K/A,0001193125-06-095068,blank
122921,QUEST SOFTWARE INC,2004,10-K,0001193125-05-052504,0 to 60 million
122921,QUEST SOFTWARE INC,2005,10-K,0001193125-06-056101,"43,500,000"
122921,QUEST SOFTWARE INC,2004,10-K/A,0001193125-05-092566,blank
10420,TELLABS INC,2005,10-K,0001104659-06-016226,"600,000,000"
10420,TELLABS INC,2004,10-K/A,0000317771-05-000010,blank
10420,TELLABS INC,2004,10-K,0000950137-05-003049,0 to 600 million
5047,GENERAL ELECTRIC CO,2004,10-K,0000040545-05-000020,up to 3 billion
5047,GENERAL ELECTRIC CO,2004,10-K/A,0000040545-05-000032,up to 3 billion
5047,GENERAL ELECTRIC CO,2005,10-K,0000040545-06-000009,"1,200,000,000"
13407,WELLMAN INC,2004,10-K,0000950135-05-001428,only tax cost listed
13407,WELLMAN INC,2005,10-K,0000950135-06-001613,only tax cost listed
6403,KERR MCGEE CORP /DE,2004,10-K,0001141185-05-000024,0 to 500 million
6403,KERR MCGEE CORP /DE,2005,10-K,0001141185-06-000039,"231,000,000"
11191,VISHAY INTERTECHNOLOGY INC,2004,10-K,0001206774-05-000347,NA
11191,VISHAY INTERTECHNOLOGY INC,2005,10-K,0001206774-06-000383,"130,000,000"
12142,ORACLE CORP /DE/,2005,10-K/A,0001193125-05-248838,"3,100,000,000"
12142,ORACLE CORP /DE/,2005,10-K,0001193125-05-136288,"3,100,000,000"
12142,ORACLE CORP,2006,10-K,0001193125-06-151154,"3,100,000,000"
8304,PALL CORP,2005,10-K,0001125282-05-005303,0 to 500k
6830,LUBRIZOL CORP,2005,10-K,0000950152-06-001537,up to 531.7 million
6830,LUBRIZOL CORP,2005,10-K/A,0000950152-06-001669,blank
6830,LUBRIZOL CORP,2004,10-K,0000950152-05-001767,NA
64162,COVANCE INC,2005,10-K,0001047469-06-002689,"103,000,000"
64162,COVANCE INC,2004,10-K,0001047469-05-005211,up to 90 million
7585,MOTOROLA INC,2005,10-K/A,0000950137-06-002623,"4,600,000,000"
7585,MOTOROLA INC,2005,10-K,0000950137-06-002484,"4,600,000,000"
7585,MOTOROLA INC,2004,10-K,0000950137-05-002687,NA
1478,WYETH,2004,10-K,0000005187-05-000033,up to 2.7 billion
1478,WYETH,2005,10-K,0001193125-06-040159,"3,100,000,000"
125533,PACTIV CORP,2003,10-K/A,0000950137-05-000942,blank
125533,PACTIV CORP,2004,10-K,0000950137-05-003054,NA
125533,PACTIV CORP,2005,10-K,0000950137-06-003156,"147,000,000"
111534,MICROSTRATEGY INC,2004,10-K,0001193125-05-051836,NA
111534,MICROSTRATEGY INC,2005,10-K,0001193125-06-049859,"27,200,000"
15106,BECKMAN COULTER INC,2004,10-K,0001047469-05-004357,"88,000,000"
15106,BECKMAN COULTER INC,2005,10-K,0001104659-06-011715,"88,000,000"
15106,BECKMAN COULTER INC,2005,10-K/A,0001104659-06-024758,blank
6034,INTERFACE INC,2004,10-K,0001167966-05-000394,NA
6034,INTERFACE INC,2006,10-K,0001188112-06-000725,"35,900,000"
3310,"CA, INC.",2006,10-K,0000950123-06-009660,"500,000,000"
3310,COMPUTER ASSOCIATES INTERNATIONAL INC,2005,10-K/A,0000950123-05-012276,"500,000,000"
3310,COMPUTER ASSOCIATES INTERNATIONAL INC,2005,10-K,0000950123-05-007982,"500,000,000"
65615,CHOICE HOTELS INTERNATIONAL INC /DE,2005,10-K,0001193125-06-056437,"23,500,000"
65615,CHOICE HOTELS INTERNATIONAL INC /DE,2004,10-K,0001193125-05-052330,0 to 22.3 million
3917,DIAGNOSTIC PRODUCTS CORP,2004,10-K,0000950129-05-002515,NA
3917,DIAGNOSTIC PRODUCTS CORP,2004,10-K/A,0000950129-05-004527,blank
3917,DIAGNOSTIC PRODUCTS CORP,2005,10-K,0000950129-06-002660,"46,000,000"
11903,AEP INDUSTRIES INC,2004,10-K,0001047469-05-001945,NA
11903,AEP INDUSTRIES INC,2005,10-K,0001104659-06-004820,"33,200,000"
12785,PILGRIMS PRIDE CORP,2004,10-K,0000802481-04-000078,NA
12785,PILGRIMS PRIDE CORP,2004,10-K/A,0000802481-04-000083,NA
12785,PILGRIMS PRIDE CORP,2005,10-K,0000802481-05-000099,"43,600,000"
7772,NATIONAL SEMICONDUCTOR CORP,2005,10-K,0000070530-05-000075,up to 500 million
7772,NATIONAL SEMICONDUCTOR CORP,2006,10-K,0000070530-06-000052,"496,000,000"
7772,NATIONAL SEMICONDUCTOR CORP,2004,10-K/A,0000070530-05-000027,blank
7772,NATIONAL SEMICONDUCTOR CORP,2005,10-K/A,0000070530-05-000078,blank
8530,PFIZER INC,2005,10-K,0000930413-06-001567,"37,000,000,000"
8530,PFIZER INC,2004,10-K,0000950123-05-002379,NA
22325,XILINX INC,2006,10-K,0001047469-06-007867,"500,000,000"
22325,XILINX INC,2005,10-K,0001047469-05-016238,0 to 500 million
2663,CAMPBELL SOUP CO,2005,10-K,0000893220-05-002271,200 to 425 million
